USER_ID,BUSINESS_ID,,,,,,,,,
#NAME?,zWE3eTGfTyVst2IjmSDOzg,,,,,,,,,
#NAME?,tWRRzCPfS81_UhEs2eattg,,,,,,,,,
#NAME?,a_fp9I18WcbP86rQ4c_QZQ,,,,,,,,,
#NAME?,lgH-Lpg4jRN_jIWrZOd_7w,,,,,,,,,
#NAME?,j-PaHu9iyJBlzKJZYN2smA,,,,,,,,,
#NAME?,CHm8d3v18vwOqZBYWWPFHw,,,,,,,,,
#NAME?,e_PHx0xhOZy3QOwbHh9YgA,,,,,,,,,
#NAME?,cYaQt6erO6njEDoT_5qwiA,,,,,,,,,
#NAME?,IKF8XeK93NsQxrXQvdGZmA,,,,,,,,,
#NAME?,SWVD9I3TmlwgFZE8_lWS5A,,,,,,,,,
#NAME?,jmxJbfSxqDl6g03NNmvFGQ,,,,,,,,,
#NAME?,9xJMeK0cQa4mB60b3_tUyw,,,,,,,,,
#NAME?,VCeHJ1tRUVi7Vn6nPMtGFA,,,,,,,,,
#NAME?,3OOL_DXbqIMvqz_30LfJNw,,,,,,,,,
#NAME?,awSZqU77djiQH4Ms8qIsLw,,,,,,,,,
#NAME?,kWHawNFXosP5KsQyM062Gw,,,,,,,,,
#NAME?,jix_EzED5rEC-Q-thLxNgQ,,,,,,,,,
#NAME?,lFYTcfAbaab8jwJRkfjvmg,,,,,,,,,
#NAME?,e-ZyZc24wgkKafM3pguR2w,,,,,,,,,
#NAME?,Kyzpu6B2laW6MYJFhRoPOQ,,,,,,,,,
#NAME?,G69tF9LvuXXCopJwfFCA-A,,,,,,,,,
#NAME?,98fsEVTy5Ses0Pb03AhzFA,,,,,,,,,
#NAME?,gpEMOZL9l13Gnn6dPVy-iQ,,,,,,,,,
#NAME?,BtcOytu968lkyyO0IICv8w,,,,,,,,,
#NAME?,m6Yqo59c2eX8qRoNYxBeXA,," Q9. List the top 10 users who have written the most reviews , along with business they reviewed .
with cte as (
SELECT r.user_id , COUNT(*) as total_reviews ,
from tbl_yelp_reviews r
GROUP BY 1 
order by 2 desc
LIMIT 10)
SELECT user_id , business_id from tbl_yelp_reviews where user_id in (SELECT user_id from cte)
group by 1,2
order by 1 ;",,,,,,,
#NAME?,6Y9Q8mZZzeikIAVjyyA79w,,,,,,,,,
#NAME?,hA03QM1dEu5DLU0TB9rx4g,,,,,,,,,
#NAME?,AzAXERg9IxrZRZktQgLRsw,,,,,,,,,
#NAME?,wzb0rRIQFyWReHh3QoPFow,,,,,,,,,
#NAME?,p184f-Zvf4ToPwLba0VS4A,,,,,,,,,
#NAME?,vEyfMDd1u00EwCRGbpz36A,,,,,,,,,
#NAME?,UGMIzqfga5uLqMct6Lkn_g,,,,,,,,,
#NAME?,zk7tV01E9N_VenizNqX6yA,,,,,,,,,
#NAME?,H3B6ZCjtQURr0iWBXYmYzg,,,,,,,,,
#NAME?,y3FVy0C7ZSFSnQCF-7vs8A,,,,,,,,,
#NAME?,YdohNRGPJKN5zvOfc9wcGA,,,,,,,,,
#NAME?,DhEvpeqHgbtRuiQMWTl0pA,,,,,,,,,
#NAME?,wDE1AfRVCKUL11hKehQEfQ,,,,,,,,,
#NAME?,POuaebsAeCyNx-8qZ3O7XQ,,,,,,,,,
#NAME?,297f-8AdTbu-wwVedvac6w,,,,,,,,,
#NAME?,u198kVNWD__0kr-WFuxtVA,,,,,,,,,
#NAME?,W535RAHI-mlftEIZvKakHg,,,,,,,,,
#NAME?,JKWESf5gIZ5CKj_FJ_E1eg,,,,,,,,,
#NAME?,QFzJKnSUtkgSs1lKOOxXeA,,,,,,,,,
#NAME?,5gS4Yd1Z7q3087WJxC1a_A,,,,,,,,,
#NAME?,fvfoKdU_ohKE2InskbOtjA,,,,,,,,,
#NAME?,MSU8dQJ6_82fchr8uHiJuQ,,,,,,,,,
#NAME?,v5doqJn6cJ3vHJuVOghMzA,,,,,,,,,
#NAME?,3vtwUjM-pu77DL-7mXLsZw,,,,,,,,,
#NAME?,K5ffo0hkwhG33BDNQrJF6A,,,,,,,,,
#NAME?,OMIG0o6Jy8mppFO8ry5u0Q,,,,,,,,,
#NAME?,wVFy58Rt0x_ZGGLK_6VifA,,,,,,,,,
#NAME?,B4JZy1PBgiO3xp8zKgwUJA,,,,,,,,,
#NAME?,HgxY_RnJFGqqSVO32nxS4A,,,,,,,,,
#NAME?,0lK6tEiq6OJ3w9NEuCV6Ow,,,,,,,,,
#NAME?,TNadmDgzBNQJm5M-a94v3A,,,,,,,,,
#NAME?,2vpflvpjxG5SbE2aSScg3Q,,,,,,,,,
#NAME?,FFKLPxNOHF8xMV8jSVfO1g,,,,,,,,,
#NAME?,QVqLR6SJZP9DyeYVR9esUg,,,,,,,,,
#NAME?,s9WOS_6UI-E78zw2HCRX9w,,,,,,,,,
#NAME?,8OoLxv91ztELwzfvG26xjA,,,,,,,,,
#NAME?,Azdaj_-uBkCbU6zlOW_Ltg,,,,,,,,,
#NAME?,0rmMJKGbCjC5AEtZdMFWDA,,,,,,,,,
#NAME?,sYTtGWG-sc-JfjmkqpcLPg,,,,,,,,,
#NAME?,DUSTDAvbM5XXeaPlL3Deag,,,,,,,,,
#NAME?,hwDDy0E5s81DNLYUnMqitQ,,,,,,,,,
#NAME?,6ciAUVTzxDall6WXLoot0A,,,,,,,,,
#NAME?,wiI0GYhfuIjrBldrQdytWg,,,,,,,,,
#NAME?,UKDDD0iGHRchvvuDWsoYLw,,,,,,,,,
#NAME?,NsGDYMsoRFPoBweOW0t5KQ,,,,,,,,,
#NAME?,opVI-uorLFVxnv0urDKZUw,,,,,,,,,
#NAME?,tmOAC2OaGNGwxl_ot05Mlg,,,,,,,,,
#NAME?,hHXATYaqifIbzUkfH1VBaQ,,,,,,,,,
#NAME?,sYbWl13_2FkEWF9UNbndRQ,,,,,,,,,
#NAME?,bhh_aTVZ58cmvJqg8IaD5Q,,,,,,,,,
#NAME?,VPs2Xxv8ue8NKfV-gDNebg,,,,,,,,,
#NAME?,ejLlJAajTJbg4q3Q9xCG9A,,,,,,,,,
#NAME?,EpFFiPHKx9yP-WqOCuxRCw,,,,,,,,,
#NAME?,Wi_rN5n9ZVmLGWXgArTD6Q,,,,,,,,,
#NAME?,d_tRshM-w6S4QxE4VVi8tQ,,,,,,,,,
#NAME?,ry3VobAMDPjTXlwm0oK1Nw,,,,,,,,,
#NAME?,myTO1Hpryf8RnS-ufizMmg,,,,,,,,,
#NAME?,47BUtVOXhP678iAO3_x1wg,,,,,,,,,
#NAME?,YAFYoytJcvZEYaQUCtRa2g,,,,,,,,,
#NAME?,lAGS4ujbBQiSX_WL1GPkIg,,,,,,,,,
#NAME?,83FHr1-KM8qgWqQS_3kTnQ,,,,,,,,,
#NAME?,uwF2zLAnZZ1SCwEF8QQKQA,,,,,,,,,
#NAME?,HpgUNMYvOCResSncOjZTTQ,,,,,,,,,
#NAME?,nHW03-8W2qAf5MO_rEaPNA,,,,,,,,,
#NAME?,gaKVrUeEcyOVyUN7rIA8cA,,,,,,,,,
#NAME?,5Us-B-4XEzrysCQsSAnF9A,,,,,,,,,
#NAME?,jTyvcI4ecBmFYGLdPCjH-w,,,,,,,,,
#NAME?,Az1Xl-Wz_VXgswIW4OyAGQ,,,,,,,,,
#NAME?,Tv70RauFKrwtmnFHLOP9yA,,,,,,,,,
#NAME?,I79keuDOkqf1CFjYDMRMNg,,,,,,,,,
#NAME?,FVRwedupGDRYaaUBb3CT0w,,,,,,,,,
#NAME?,PuV-DKm8wb2U-3m0t86dhg,,,,,,,,,
#NAME?,BKHdyz9CJ2pRtM7stX-U8A,,,,,,,,,
#NAME?,_l6AG7bSq7XiObKRQSl5yA,,,,,,,,,
#NAME?,0YDxHtidH23kSnoxrlcc5w,,,,,,,,,
#NAME?,g6F3aAJabrmLiXm9m-w0Ew,,,,,,,,,
#NAME?,C9Xaa3B5zuOgEPRlCNbguA,,,,,,,,,
#NAME?,364nhy8VvBXXEXKXREESyg,,,,,,,,,
#NAME?,STwdgdVYWm-pBDF1JIpAVA,,,,,,,,,
#NAME?,JfcqdhFeK3GLSiAIl7A8yw,,,,,,,,,
#NAME?,d36q8xxhWiKhRaRs7Q42BA,,,,,,,,,
#NAME?,m68lid9sJwUHuC0j6DiLxg,,,,,,,,,
#NAME?,yAl2K5aNXLPNZ7W64gd4Ww,,,,,,,,,
#NAME?,T4Vtm5WHmH28rFjmstowPw,,,,,,,,,
#NAME?,H34Zv7DSr9xmTfyDzAzHdA,,,,,,,,,
#NAME?,Qfd6yFI9o_N6ZaDvg8yB3A,,,,,,,,,
#NAME?,MwwCeoby8xfACNV2TpwETg,,,,,,,,,
#NAME?,ZDFFTEGY62302JDnx4HU2g,,,,,,,,,
#NAME?,RsTF2skxLcp6qo9FdnA5PA,,,,,,,,,
#NAME?,lU3MLkKLUNpuHUblXx3dnA,,,,,,,,,
#NAME?,02qFLwwFi8T804rHcYh7Zw,,,,,,,,,
#NAME?,eBQd3DwWtW9UE-g_WNC3zg,,,,,,,,,
#NAME?,0zH0l4Jbf-oove3cLvrFOg,,,,,,,,,
#NAME?,qIOQBHxUQYM5hALXW-QWnw,,,,,,,,,
#NAME?,UxqkDSqynAc7MQjSR4nk8A,,,,,,,,,
#NAME?,4yjgHXfwO94puF7Ac-lCTg,,,,,,,,,
#NAME?,UTm85DD1C_GMNrDzJVT9nA,,,,,,,,,
#NAME?,9ud6Cea04gzJ1ktpT4sVNw,,,,,,,,,
#NAME?,YTHzHIuIEXDzCAdxRbsXDQ,,,,,,,,,
#NAME?,zRjUMHQJ5gAmFhcXZtLacA,,,,,,,,,
#NAME?,xQblY1vBHV8Fp3Xdi3rDcw,,,,,,,,,
#NAME?,cqJwH4GoPxYKW7wVjBbC9g,,,,,,,,,
#NAME?,mobfpbQ0xD5vLnEhZPZtRg,,,,,,,,,
#NAME?,g2bYK-Z3foqSnCiOPYtdsA,,,,,,,,,
#NAME?,422ajFSyytck5b5x63Umdg,,,,,,,,,
#NAME?,rUlrzgX_hVZo7xtzbdKwRw,,,,,,,,,
#NAME?,ZRSbqHeO-qkaABJfbRBArA,,,,,,,,,
#NAME?,4vml641OlDNYtl46Fg8cYw,,,,,,,,,
#NAME?,YOxtL5o-E-aHrR4cgSFcSA,,,,,,,,,
